transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2025-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,15226.0,0.0
2025-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,D,17898.0,0.0
2025-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Restricted Stock Units,D,15426.0,0.0
2025-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,7747.0,0.0
2025-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,7101.0,0.0
2025-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,12977.0,0.0
2025-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,14692.0,0.0
2025-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,D,16232.0,241.77
2025-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,A,15426.0,0.0
2025-01-13,JPM,"PIEPSZAK, JENNIFER",Chief Operating Officer,Common Stock,A,17898.0,0.0
2025-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,12977.0,0.0
2025-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,26446.0,0.0
2025-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,19343.0,0.0
2025-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,24679.0,241.77
2025-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,19343.0,0.0
2025-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,26446.0,0.0
2025-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,D,17898.0,0.0
2025-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Restricted Stock Units,D,15426.0,0.0
2025-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,16393.0,241.77
2025-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,15426.0,0.0
2025-01-13,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,17898.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Restricted Stock Units,D,14954.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Restricted Stock Units,D,13858.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Restricted Stock Units,D,12323.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Restricted Stock Units,D,16717.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Restricted Stock Units,D,12736.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,D,39577.0,241.77
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,13858.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,12736.0,0.0
2025-01-13,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,12323.0,0.0
2025-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,15226.0,0.0
2024-12-31,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,146.0098,239.71
2024-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,234.6585,239.71
2024-12-31,JPM,"GORSKY, ALEX",Director,Common Stock,A,156.439,239.71
2024-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,187.7268,239.71
2024-12-31,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,156.439,239.71
2024-11-15,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,12362.0,0.0
2024-11-14,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,2100.0,0.0
2024-10-30,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,45.0,0.0
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,881.0,0.0
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,826.0,0.0
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,881.0,0.0
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,486.0,223.2475
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,826.0,0.0
2024-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,479.0,223.2475
2024-09-30,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,177.8431,210.86
2024-09-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,177.8431,210.86
2024-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,290.4771,210.86
2024-09-30,JPM,"GORSKY, ALEX",Director,Common Stock,A,177.8431,210.86
2024-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,237.1242,210.86
2024-07-15,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,48.0,0.0
2024-06-30,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,173.0446,202.26
2024-06-30,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,185.4049,202.26
2024-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,278.1074,202.26
2024-06-30,JPM,"GORSKY, ALEX",Director,Common Stock,A,185.4049,202.26
2024-06-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,222.4859,202.26
2024-06-20,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,4415.0,197.5789
2024-06-10,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,5086.0,199.5393
2024-05-20,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,4415.0,200.6483
2024-05-20,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,5298.0,200.6396
2024-05-14,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,11734.0,200.0226
2024-05-10,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,3000.0,198.8589
2024-05-09,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,10474.0,0.0
2024-05-08,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,5086.0,193.6446
2024-05-08,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,15895.0,193.6597
2024-05-08,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Common Stock,D,8831.0,193.6572
2024-05-06,JPM,"NEAL, MICHAEL A",Director,Common Stock,D,5543.0,0.0
2024-05-06,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,21829.0,190.9093
2024-04-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,136345.0,0.0
2024-04-15,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,178222.0,184.1783
2024-03-29,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,249.6256,200.3
2024-03-29,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,224.663,200.3
2024-03-29,JPM,"GORSKY, ALEX",Director,Common Stock,A,187.2192,200.3
2024-03-29,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,187.2192,200.3
2024-03-29,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,187.2192,200.3
2024-03-29,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,305.7913,200.3
2024-03-29,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,199.7004,200.3
2024-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,D,292666.8592,0.0
2024-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,41266.4763,0.0
2024-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,20922.4763,195.65
2024-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,D,41266.4763,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,23442.0,0.0
2024-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Performance Share Units,D,18438.3318,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,20904.0,0.0
2024-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,21850.1775,195.65
2024-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,10197.3318,195.65
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,17826.0,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,23442.0,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,19523.0,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,20511.0043,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,D,59178.0043,195.65
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,19523.0,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,20511.0043,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Common Stock,A,17826.0,0.0
2024-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,D,71118.8151,0.0
2024-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,292666.8592,0.0
2024-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,161844.8592,195.65
2024-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Performance Share Units,D,52504.414,0.0
2024-03-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,3920.0,195.3583
2024-03-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,13110.3584,195.65
2024-03-25,JPM,"BEER, LORI A",Chief Information Officer,Performance Share Units,D,23707.3584,0.0
2024-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,A,71118.8151,0.0
2024-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Common Stock,D,39328.8151,195.65
2024-03-25,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Performance Share Units,D,71118.8151,0.0
2024-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,71118.8151,0.0
2024-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,39328.8151,195.65
2024-03-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,18438.3318,0.0
2024-03-25,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,D,20904.0,0.0
2024-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,39511.1775,0.0
2024-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,D,39511.1775,0.0
2024-03-25,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Common Stock,A,39511.1775,0.0
2024-03-25,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Common Stock,D,21849.1775,195.65
2024-03-25,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Performance Share Units,D,39511.1775,0.0
2024-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,A,52504.414,0.0
2024-03-25,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,29035.414,195.65
2024-03-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,23707.3584,0.0
2024-03-19,JPM,"ROHRBAUGH, TROY L",Co-CEO CIB,Performance Share Units,A,71118.8151,0.0
2024-03-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,A,292666.8592,0.0
2024-03-19,JPM,"PINTO, DANIEL E",President & COO,Performance Share Units,A,104524.0,0.0
2024-03-19,JPM,"BEER, LORI A",Chief Information Officer,Performance Share Units,A,23707.3584,0.0
2024-03-19,JPM,"LAKE, MARIANNE",CEO CCB,Performance Share Units,A,52504.414,0.0
2024-03-19,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,A,39511.1775,0.0
2024-03-19,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,A,41266.4763,0.0
2024-03-19,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Performance Share Units,A,39511.1775,0.0
2024-03-19,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Performance Share Units,A,18438.3318,0.0
2024-03-19,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,A,71118.8151,0.0
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,28074.0,182.7317
2024-02-22,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,3920.0,182.7438
2024-02-22,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,6030.0,182.7326
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,12679.0,182.7347
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,138740.0,182.7345
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,138839.0,182.7339
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,138839.0,182.7343
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,83459.0,182.735
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,84358.0,182.7351
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,84358.0,182.7352
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,84358.0,182.7365
2024-02-22,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,28074.0,182.7308
2024-02-22,JPM,"ROHRBAUGH, TROY L",Co-CEO Comm. & Invest. Bank,Common Stock,D,75000.0,182.7354
2024-02-16,JPM,"SCHER, PETER",Vice Chairman,Common Stock,D,1810.0,178.9586
2024-02-16,JPM,"PIEPSZAK, JENNIFER",Co-CEO CIB,Common Stock,D,1648.0,178.9554
2024-02-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,3266.0,178.9915
2024-02-16,JPM,"LAKE, MARIANNE",CEO CCB,Common Stock,D,4459.0,178.9726
2024-02-16,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,4814.0,178.9914
2024-02-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,3368.0,178.9954
2024-02-12,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,2875.0,0.0
2024-02-08,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,353.0,0.0
2024-02-08,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,353.0,0.0
2024-01-16,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"LAKE, MARIANNE",Co-CEO CCB,Common Stock,D,4459.0,166.724
2024-01-16,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,4814.0,166.7259
2024-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,3368.0,166.7314
2024-01-16,JPM,"LAKE, MARIANNE",Co-CEO CCB,Restricted Stock Units,A,32041.0,0.0
2024-01-16,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,A,28431.0,0.0
2024-01-16,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,A,47385.0,0.0
2024-01-16,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,A,16698.0,0.0
2024-01-16,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Restricted Stock Units,A,32041.0,0.0
2024-01-16,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,A,25723.0,0.0
2024-01-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,A,28431.0,0.0
2024-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,28431.0,0.0
2024-01-16,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,A,13990.0,0.0
2024-01-16,JPM,"WEINBERGER, MARK A",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"GORSKY, ALEX",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"BOLER-DAVIS, ALICIA S",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"COMBS, TODD A.",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"BAMMANN, LINDA",Director,Common Stock,A,1594.5125,166.195
2024-01-16,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,A,12035.0,0.0
2024-01-16,JPM,"SCHER, PETER",Vice Chairman,Restricted Stock Units,A,13990.0,0.0
2024-01-16,JPM,"SCHER, PETER",Vice Chairman,Common Stock,D,1812.0,166.6507
2024-01-16,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,3267.0,166.696
2024-01-16,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Common Stock,D,1649.0,166.5911
2024-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,21812.0,0.0
2024-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,21897.0,172.605
2024-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,19343.0,0.0
2024-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,21812.0,0.0
2024-01-13,JPM,"LAKE, MARIANNE",Co-CEO CCB,Restricted Stock Units,D,15425.0,0.0
2024-01-13,JPM,"LAKE, MARIANNE",Co-CEO CCB,Restricted Stock Units,D,16103.0,0.0
2024-01-13,JPM,"LAKE, MARIANNE",Co-CEO CCB,Common Stock,A,15425.0,0.0
2024-01-13,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Common Stock,D,14353.0,172.605
2024-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,5655.0,0.0
2024-01-13,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Restricted Stock Units,D,19343.0,0.0
2024-01-13,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Restricted Stock Units,D,12118.0,0.0
2024-01-13,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Restricted Stock Units,D,15425.0,0.0
2024-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,13956.0,0.0
2024-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,13249.0,0.0
2024-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,5655.0,0.0
2024-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,8797.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,2940.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,2747.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,1932.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,3957.0,172.605
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,2747.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,1932.0,0.0
2024-01-13,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,2940.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,A,16717.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,A,13858.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,A,12736.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,A,12697.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,A,12322.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Common Stock,D,39263.0,172.605
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Restricted Stock Units,D,12697.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Restricted Stock Units,D,12736.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Restricted Stock Units,D,16717.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Restricted Stock Units,D,12322.0,0.0
2024-01-13,JPM,"PINTO, DANIEL E","President & COO, CEO CIB",Restricted Stock Units,D,13858.0,0.0
2024-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12977.0,0.0
2024-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12118.0,0.0
2024-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,13034.0,172.605
2024-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12118.0,0.0
2024-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12977.0,0.0
2024-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,8080.0,0.0
2024-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,7271.0,0.0
2024-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,7631.0,172.605
2024-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,7271.0,0.0
2024-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,7100.0,0.0
2024-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,7100.0,0.0
2024-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,9114.0,0.0
2024-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,A,8797.0,0.0
2024-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Common Stock,D,9071.0,172.605
2024-01-13,JPM,"BARNUM, JEREMY",Chief Financial Officer,Restricted Stock Units,D,9114.0,0.0
2024-01-13,JPM,"SCHER, PETER",Vice Chairman,Common Stock,A,6611.0,0.0
2024-01-13,JPM,"SCHER, PETER",Vice Chairman,Common Stock,A,5979.0,0.0
2024-01-13,JPM,"SCHER, PETER",Vice Chairman,Common Stock,D,5345.0,172.605
2024-01-13,JPM,"SCHER, PETER",Vice Chairman,Restricted Stock Units,D,5979.0,0.0
2024-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,13249.0,0.0
2024-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,14137.0,172.605
2024-01-13,JPM,"SCHER, PETER",Vice Chairman,Restricted Stock Units,D,6611.0,0.0
2024-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,13956.0,0.0
2024-01-13,JPM,"LAKE, MARIANNE",Co-CEO CCB,Common Stock,A,16103.0,0.0
2024-01-13,JPM,"LAKE, MARIANNE",Co-CEO CCB,Common Stock,D,16585.0,172.605
2024-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,12977.0,0.0
2024-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,12977.0,0.0
2024-01-13,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Common Stock,A,15425.0,0.0
2024-01-13,JPM,"PIEPSZAK, JENNIFER",Co-CEO CCB,Common Stock,A,12118.0,0.0
2024-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,6224.0,172.605
2024-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,12657.0,0.0
2024-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,12161.0,172.605
2024-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,12657.0,0.0
2024-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,8080.0,0.0
2023-12-31,JPM,"ROMETTY, VIRGINIA M",Director,Common Stock,A,213.1099,170.1
2023-12-31,JPM,"GORSKY, ALEX",Director,Common Stock,A,191.0641,170.1
2023-12-31,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,191.0641,170.1
2023-12-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,227.8072,170.1
2023-12-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,191.0641,170.1
2023-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,315.9906,170.1
2023-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,253.7723,170.1
2023-12-12,JPM,"LAKE, MARIANNE",Co-CEO CCB,Common Stock,D,32243.0,160.0008
2023-12-11,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,839929.0,0.094
2023-12-08,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,257170.0,0.1534
2023-12-07,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,275000.0,0.1713
2023-11-01,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,100359.0,0.0
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,881.0,0.0
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,487.0,140.345
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,825.0,0.0
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Restricted Stock Units,D,881.0,0.0
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,A,825.0,0.0
2023-10-25,JPM,"KORABLINA, ELENA A",Corporate Controller,Common Stock,D,482.0,140.345
2023-10-23,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,678.0,0.0
2023-09-30,JPM,"NOVAKOVIC, PHEBE N",Director,Common Stock,A,224.107,145.02
2023-09-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,224.107,145.02
2023-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,258.585,145.02
